 Nombre de cibles : 401
 142  3.03 2.36
 143  2.41 4.01
 144  3.21 1.35
 145  3.95 2.37
 146  6.49 0.43
 147  6.31 6.43
 148  6.20 3.60
 149  4.56 5.29
 150  2.37 3.37
 151  4.30 6.76
 152  5.56 5.29
 153  6.85 5.92
 154  6.44 6.01
 155  1.31 0.03
 156  2.08 2.87
 157  4.83 5.11
 158  5.23 0.24
 159  2.12 1.44
 160  1.60 6.08
 161  3.80 1.09
 162  6.51 3.11
 163  0.52 5.71
 164  6.71 5.08
 165  4.00 2.07
 166  1.46 1.30
 167  1.83 0.02
 168  6.59 1.68
 169  5.94 6.03
 170  0.69 0.25
 171  6.06 2.77
 172  3.12 3.89
 173  0.89 1.35
 174  4.13 3.01
 175  2.78 5.73
 176  2.08 6.59
 177  6.82 1.59
 178  2.70 0.34
 179  0.30 2.40
 180  5.42 4.30
 181  4.48 6.88
 182  5.60 6.31
 183  6.89 5.19
 184  0.98 5.83
 185  4.22 1.67
 186  6.08 3.28
 187  4.45 2.20
 188  0.17 5.34
 189  3.55 4.30
 190  1.34 6.34
 191  3.03 3.43
 192  5.92 2.85
 193  5.02 1.62
 194  3.20 5.32
 195  4.02 1.62
 196  2.62 1.50
 197  1.50 1.22
 198  0.81 1.39
 199  6.41 1.79
 200  0.23 3.63
 201  3.47 6.31
 202  6.91 0.91
 203  1.51 0.08
 204  6.25 5.07
 205  4.38 0.59
 206  4.40 0.41
 207  4.02 3.33
 208  3.26 2.03
 209  4.95 6.46
 210  0.35 1.98
 211  1.08 2.97
 212  3.48 2.58
 213  4.19 4.28
 214  3.97 3.60
 215  6.08 4.19
 216  0.23 2.54
 217  3.51 0.14
 218  3.45 5.02
 219  0.21 2.70
 220  3.09 4.59
 221  3.29 0.49
 222  5.00 0.31
 223  3.82 1.26
 224  2.34 1.77
 225  0.72 2.69
 226  3.74 1.80
 227  5.66 0.22
 228  4.38 2.85
 229  4.50 1.35
 230  6.45 3.58
 231  5.54 6.68
 232  6.12 2.05
 233  6.82 2.57
 234  0.07 0.04
 235  5.28 3.15
 236  4.63 1.57
 237  3.64 2.63
 238  1.88 0.46
 239  3.89 4.23
 240  2.23 4.61
 241  6.92 5.98
 242  6.42 5.58
 243  6.20 3.79
 244  1.44 3.70
 245  5.14 0.89
 246  0.28 3.68
 247  0.57 6.40
 248  5.73 0.39
 249  1.98 5.79
 250  0.43 0.26
 251  1.95 5.05
 252  1.83 5.59
 253  0.68 3.71
 254  6.06 4.57
 255  0.94 1.29
 256  2.18 0.86
 257  0.26 1.60
 258  6.44 6.46
 259  5.39 0.88
 260  3.16 3.53
 261  1.77 3.45
 262  0.21 2.34
 263  2.85 5.93
 264  2.73 4.83
 265  4.73 3.15
 266  5.08 6.68
 267  1.21 6.91
 268  5.27 1.88
 269  3.62 4.32
 270  6.45 4.56
 271  5.61 1.63
 272  5.42 5.88
 273  3.23 4.86
 274  5.34 1.61
 275  5.74 1.50
 276  5.14 0.51
 277  4.95 5.35
 278  2.84 0.80
 279  4.29 5.57
 280  5.63 2.01
 281  1.72 3.71
 282  1.69 2.93
 283  3.62 6.96
 284  4.81 0.24
 285  4.28 4.26
 286  4.80 2.89
 287  5.89 3.22
 288  1.77 2.12
 289  1.09 0.11
 290  3.73 6.83
 291  1.61 1.88
 292  0.34 6.56
 293  0.23 3.18
 294  0.36 4.51
 295  1.75 5.99
 296  6.53 3.48
 297  2.70 1.22
 298  6.41 6.32
 299  1.17 4.22
 300  6.56 5.45
 301  1.48 4.36
 302  1.35 0.37
 303  0.58 3.12
 304  2.49 1.67
 305  3.23 6.23
 306  1.49 4.84
 307  1.10 1.83
 308  4.41 1.33
 309  5.01 4.77
 310  5.84 6.77
 311  3.76 5.37
 312  3.24 6.45
 313  6.58 2.65
 314  5.77 0.76
 315  6.87 5.33
 316  6.21 1.35
 317  2.69 0.56
 318  1.73 3.26
 319  3.68 4.22
 320  4.93 6.91
 321  3.45 6.42
 322  4.75 4.55
 323  1.26 2.15
 324  5.88 6.27
 325  6.92 4.72
 326  6.04 3.68
 327  3.09 2.28
 328  3.13 2.67
 329  4.93 1.90
 330  3.43 4.80
 331  0.23 2.64
 332  6.15 2.92
 333  3.19 0.88
 334  6.18 6.87
 335  5.10 4.11
 336  6.78 1.54
 337  3.54 4.53
 338  6.09 4.79
 339  6.68 4.97
 340  4.06 6.60
 341  2.69 3.10
 342  3.28 5.77
 343  5.38 6.41
 344  1.44 3.31
 345  1.32 4.87
 346  1.11 1.55
 347  0.51 0.26
 348  4.47 3.70
 349  1.14 3.65
 350  3.57 6.23
 351  0.76 3.35
 352  0.77 4.30
 353  0.88 6.86
 354  2.09 0.55
 355  4.83 6.15
 356  0.15 0.51
 357  2.25 3.43
 358  6.28 0.63
 359  2.84 0.73
 360  3.94 4.16
 361  5.60 5.04
 362  5.70 6.10
 363  5.30 3.17
 364  2.80 6.44
 365  6.82 6.38
 366  5.67 0.58
 367  2.73 6.44
 368  4.87 3.60
 369  6.30 6.96
 370  4.15 4.12
 371  6.11 4.31
 372  4.63 1.36
 373  0.74 3.92
 374  1.99 3.58
 375  4.64 5.93
 376  0.74 3.24
 377  3.97 6.44
 378  2.34 2.27
 379  2.61 5.15
 380  1.71 2.43
 381  4.52 0.37
 382  3.00 0.25
 383  6.81 0.88
 384  3.85 6.11
 385  0.84 1.00
 386  3.23 6.95
 387  5.31 0.86
 388  1.32 6.05
 389  4.78 3.31
 390  2.63 2.42
 391  2.23 3.37
 392  5.66 6.20
 393  2.81 1.00
 394  1.47 5.42
 395  6.15 3.17
 396  0.85 3.67
 397  3.55 3.85
 398  3.92 3.36
 399  4.73 0.77
 400  2.46 5.57;
